X,Y,OBJECTID,LRSDate,RouteIdentifier,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,AccumulatedRouteMile,AADT,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,DirectionOfTravel,Location,GlobalID,ReportingYear
-123.825965806,46.9716111610001,1004,2021/12/31 08:00:00+00,101,101,,,84.129997,11000,,,,Northbound,After Milepost 84.37 A: BOTHWAYS INTERSECTION W MARKET ST,{7BC19482-F1A6-4448-BA35-85755B0A8000},2021
-122.19814724,47.5133448760001,1005,2021/12/31 08:00:00+00,405,405,,,6.1300001,136000,,,,Bothways,Before Milepost 6.17 A: LEFT ON RAMP NE 30TH ST,{B1BA8035-E7BE-4F65-B572-E5718EF01F99},2021
-122.86334063,47.040472112,1006,2021/12/31 08:00:00+00,005,005,,,106.97,132000,,,,Bothways,Before Milepost 106.91 A: LEFT ON RAMP PACIFIC AVE,{4A3B8340-6570-4F84-854A-2CCD34176E80},2021
-122.133905089,47.6630093950001,1007,2021/12/31 08:00:00+00,520,520,,,11.35,72000,,,,Bothways,After Milepost 11.35 A: RIGHT ON RAMP EBCD LANE,{89399632-F370-4B4A-AADC-06EBB0A55AB0},2021
-122.433459783,47.082481193,1008,2021/12/31 08:00:00+00,007,007,,,47.27,26000,,,,Bothways,Before Milepost 47.30 A: LEFT ENTRANCE/EXIT PARK AND RIDE LOT,{6A32E2DB-A19C-44EE-8ED5-2D918B9DE8E3},2021
-117.608824883,47.839648063,1009,2021/12/31 08:00:00+00,291,291,,,16.059999,3300,3.6700001,0.60000002,0,Bothways,After Milepost 16.05 A: RIGHT INTERSECTION WHITMORE HILL RD,{D7C5F21B-E953-45D6-ABA9-30CF7C60D7F7},2021
-122.20665732,47.9182908430001,1010,2021/12/31 08:00:00+00,005,005,,,189.28999,119000,,,,Bothways,At Milepost 189.31 A: BOTHWAYS UNDERCROSSING SR 527,{68DA6E56-2D3C-4090-8B14-37D0091D3DC6},2021
-120.82461852,45.6978983600001,1011,2021/12/31 08:00:00+00,097,097,,,2.73,5000,,,,Bothways,Before Milepost 2.50 A: LEFT INTERSECTION SR 97 COMARYHL (COUPLET),{88077F53-90FA-4C3C-A029-ED6794EADFEB},2021
-122.591019103,47.854231521,1012,2021/12/31 08:00:00+00,104,104,,,16.299999,5900,,,,Bothways,Before Milepost 16.51 A: RIGHT INTERSECTION GAMBLE WAY,{E25620F8-412B-4863-9A97-B71D1AFF3A40},2021
-121.415846053,47.4257131590001,1013,2021/12/31 08:00:00+00,906,906,,,0.079999998,2400,,,,Bothways,After Milepost 0.07 A: RIGHT WYE CONNECTION ON RAMP,{FB24CD05-8919-459A-B8B6-A5CD0EBE4EF8},2021
-121.859640551,47.511022063,1014,2021/12/31 08:00:00+00,090,090,,,24.889999,67000,,,,Bothways,Before Milepost 26.83 A: LEFT ON RAMP WINERY RD,{B999A338-112C-442D-912C-2856BC8B33F2},2021
-120.403272,46.47680681,1015,2021/12/31 08:00:00+00,082,082,,,43.77,29000,,,,Bothways,Before Milepost 43.81 A: LEFT ON RAMP WAPATO,{DEDA9B44-C518-47FB-AC24-E1F77A37ADFE},2021
-122.295721739,47.352751771,1016,2021/12/31 08:00:00+00,005,005,,,146.45,185000,,,,Bothways,"Before Milepost 146.48 A: LEFT ON RAMP S 272ND ST, END INCREASING BRIDGE MILITARY RD",{E1B1B878-C989-4807-9FAD-F741EC478284},2021
-122.296200295,47.445407629,1017,2021/12/31 08:00:00+00,099,099,,,15.46,24000,,,,Bothways,"After Milepost 19.10 A: RIGHT INTERSECTION S 176TH ST,  CENTER INTERSECTION MEDIAN XROAD",{23CAC641-9F6E-4135-84C4-F27B8833C09A},2021
-118.749793455,46.790662508,1018,2021/12/31 08:00:00+00,395,395,,,72.860001,8100,,,,Bothways,At Milepost 66.30 A: BOTHWAYS UNDERCROSSING SR 26,{583CDB00-4840-43BE-8380-2B2776BBCF09},2021
-122.304116327,47.6506404300001,1019,2021/12/31 08:00:00+00,513,513,,,0.44999999,38000,,,,Bothways,Before Milepost 0.46 A: LEFT WYE CONNECTION NE PACIFIC PL,{C12A7BCC-7A90-476B-A60F-9240EFE1C297},2021
-122.625843814,47.5340911050001,1020,2021/12/31 08:00:00+00,166,166,,,4,15000,,,,Bothways,At Milepost 3.97 A: BOTHWAYS UNDERCROSSING MITCHELL RD,{2CAE1025-4517-4A12-BFD2-DDFFEBA9E4A7},2021
-122.333025074,48.417491269,1021,2021/12/31 08:00:00+00,536,536,,,5.3800001,14000,,,,Bothways,"At Milepost 5.38 A: BOTHWAYS UNDERCROSSING SR 5, END ROUTE",{6886B764-3DCA-43F7-B38B-D84711C95022},2021
-121.591282743,48.488245055,1022,2021/12/31 08:00:00+00,020,020,,,97.160004,2500,6.3899999,2.75,0.50999999,Bothways,Before Milepost 97.65 A: RIGHT WYE CONNECTION SR 530,{A8540304-39C8-4F39-8597-3C9A700F4CAD},2021
-119.807376405,47.813962798,1023,2021/12/31 08:00:00+00,172,172,,,14.03,420,5.1500001,5.1500001,1.08,Bothways,Before Milepost 14.04 A: LEFT INTERSECTION MCNEIL CANYON RD,{5FE8F8AB-9B92-4E89-81B1-17B68CEA4DEA},2021
-122.92612185,46.1229717140001,1024,2021/12/31 08:00:00+00,432,432,,,7.6199999,17000,4.6799998,9.6099997,0.25,Bothways,"At Milepost 7.62 A: BOTHWAYS UNDERCROSSING SR 432 WB, BEGIN PHYSICAL GAP",{2412A889-F94D-433E-8E92-93BD711B70C1},2021
-122.283005995,47.495703527,1025,2021/12/31 08:00:00+00,599,599,,,1.15,40000,3.3800001,4.6300001,0.56999999,Bothways,At Milepost 1.15 A: PERMANENT TRAFFIC RECORDER S839,{5A911E1A-967E-4DE9-9906-0D28188FF737},2021
-122.259116726,47.842575477,1026,2021/12/31 08:00:00+00,005,005,,,183.37,180000,,,,Bothways,Before Milepost 183.40 A: LEFT ON RAMP 164TH ST SW,{19B0247D-6927-4D2B-B1D3-7BE083CC4488},2021
-117.23950158,47.6742226100001,1027,2021/12/31 08:00:00+00,027,027,,,88.93,30000,,,,Bothways,"At Milepost 86.63 A: END INCREASING BRIDGE SR 90,  END DECREASING BRIDGE SR 90",{6394A30C-384F-46AB-A8DC-EEBBEA12BC42},2021
-117.716008397,48.208137858,1028,2021/12/31 08:00:00+00,231,231,,,74.940002,1600,8.4300003,4.1900001,0.67000002,Bothways,Before Milepost 75.14 A: LEFT INTERSECTION NEWTON LN,{ACFECBA9-E1C7-46F8-8654-15366F56D173},2021
-117.560627886,47.642887149,1029,2021/12/31 08:00:00+00,002,002,,,271.16,32000,,,,Bothways,After Milepost 279.23 A: BOTHWAYS INTERSECTION HAYFORD RD,{B78158C0-F2B5-495D-A83A-1FE612A255F5},2021
-117.270215838,46.912775283,1030,2021/12/31 08:00:00+00,272,272,,,5.4099998,430,10.35,6.5700002,0.25,Bothways,After Milepost 5.40 A: RIGHT WYE CONNECTION CLEAR CREEK RD #5020,{78EE7CDB-6CFE-451E-B6EF-E7509F3D9458},2021
-123.362565404,48.10863964,1031,2021/12/31 08:00:00+00,101,101,,,250.89999,26000,,,,Bothways,After Milepost 251.55 A: LEFT WYE CONNECTION E KOLONELS WAY,{BDD498CF-B54E-495B-88CC-A2314AC5F161},2021
-122.308143466,47.2844007520001,1032,2021/12/31 08:00:00+00,005,005,,,141.63,132000,,,,Bothways,After Milepost 141.64 A: RIGHT OFF RAMP SR 18 EB,{F30A8134-66B5-4D01-BDDF-D229207346DC},2021
-120.246314515,46.3277942240001,1033,2021/12/31 08:00:00+00,022,022,,,7.9099998,5900,,,,Bothways,"Before Milepost 8.60 A: RIGHT INTERSECTION CHAMBERS RD,  LEFT INTERSECTION SR 223",{3AF04D6E-8C68-42C6-ADBB-15475FC58644},2021
-120.078077066,48.3463612790001,1034,2021/12/31 08:00:00+00,153,153,,,30.77,2600,7.9200001,3.27,0.15000001,Bothways,"Before Milepost 30.74 A: BOTHWAYS INTERSECTION SR 20, END ROUTE",{4E65AAE0-C946-4AD2-A393-9F4D43103BCE},2021
-122.567557651,45.7805042050001,1035,2021/12/31 08:00:00+00,502,502,,,5.1599998,18000,,,,Bothways,"Before Milepost 5.17 A: CENTER INTERSECTION U-TURN ACCESS,  LEFT INTERSECTION NW 29TH AVE",{46500706-17D6-40DC-ABB6-A028423DBE25},2021
-122.27227804,47.9220654390001,1036,2021/12/31 08:00:00+00,526,526,,,1.4299999,29000,,,,Bothways,At Milepost 1.43 A: BEGIN BOTHWAYS BRIDGE AIRPORT RD,{CABB8A6B-90F2-43F1-8CCB-18F06DEC4250},2021
-122.195806863,47.9696117780001,1037,2021/12/31 08:00:00+00,005,005,,,193.05,173000,2.6199999,2.6700001,0.41,Bothways,At Milepost 193.07 A: PERMANENT TRAFFIC RECORDER R082,{255E9CFB-5EA4-46FC-823A-6677B48F681E},2021
-122.229970431,47.3032464830001,1038,2021/12/31 08:00:00+00,018,018,,,4.4899998,79000,,,,Bothways,Before Milepost 3.97 A: LEFT ON RAMP AUBURN WAY,{E873C801-564D-41E9-B81C-3431E124DFE6},2021
-121.279520407,45.690574638,1039,2021/12/31 08:00:00+00,014,014,,,76.389999,4200,5.5599999,7.1199999,0.74000001,Bothways,After Milepost 76.49 A: RIGHT INTERSECTION WASHINGTON ST,{BF24D0B5-804B-4462-A36A-D96492FD37E9},2021
-122.847281693,46.858884978,1040,2021/12/31 08:00:00+00,507,507,,,14.98,10000,,,,Bothways,"Before Milepost 14.67 A: RIGHT INTERSECTION RAGLESS ST S,  LEFT INTERSECTION RAGLESS ST N,  LEFT WYE CONNECTION OLD HWY 99 N",{C49993F7-32E3-49F7-9650-4A4C5B1AB3E9},2021
-123.571468715,48.1146688850001,1041,2021/12/31 08:00:00+00,112,112,,,59.119999,4700,8.6800003,1.61,0.27000001,Bothways,"Before Milepost 58.90 A: RIGHT INTERSECTION DAN KELLY RD,  LEFT INTERSECTION PLACE RD",{8C323EF7-D72E-422C-A06B-B16C2556156E},2021
-117.590355191,46.4739945520001,1042,2021/12/31 08:00:00+00,012,012,,,400.73999,3800,10.45,9.0600004,1.1,Bothways,Before Milepost 403.96 A: RIGHT INTERSECTION 15TH ST (OLD SR 128),{36587C43-6CE5-4C4F-8E77-44F0B6B778FF},2021
-122.19706003,47.502676744,1043,2021/12/31 08:00:00+00,405LX00540,405,LX,00540,0.029999999,25000,2.8800001,0.74000001,0.029999999,Bothways,"On LX RAMP (SOUTHPORT DR N) After RIGHT OFF RAMP S100490,  LEFT ON RAMP R100571",{2B13A236-F144-4174-94BB-02B5381D593F},2021
-119.93925182,47.0264370300001,1044,2021/12/31 08:00:00+00,090,090,,,142.60001,16000,,,,Bothways,After Milepost 144.31 A: RIGHT ON RAMP SILICA RD,{FBF89D56-EF5C-4FC6-907C-939356F5ADFA},2021
-118.387305272,46.0007282610001,1045,2021/12/31 08:00:00+00,125,125,,,0,15000,3.02,1.7,0.07,Bothways,"At Milepost 0.00 A: BEGIN ROUTE, CENTER MISCELLANEOUS FEATURE OREGON STATE LINE",{10074857-E0D4-407E-BD19-90C4FD1588F5},2021
-122.121619522,47.6755854530001,1046,2021/12/31 08:00:00+00,202,202,,,6.8499999,9700,,,,Bothways,Before Milepost 6.86 A: RIGHT INTERSECTION NE 81ST ST,{FAF96B0F-9E81-40EE-92B1-0D2638D5850F},2021
-121.195853911,47.714989459,1047,2021/12/31 08:00:00+00,002,002,,,56.77,5700,,,,Bothways,Before Milepost 56.70 A: LEFT INTERSECTION DECEPTION FALLS PARKING,{9055A8DB-2F09-49C4-9274-77AF5A173D69},2021
-123.918813927,46.649985427,1048,2021/12/31 08:00:00+00,101,101,,,45.209999,3400,,,,Bothways,At Milepost 45.21 A: END BOTHWAYS BRIDGE BONE RIVER,{21DC8306-3291-416C-B2C6-800C88A5734D},2021
-117.37266208,47.775261705,1049,2021/12/31 08:00:00+00,395SPNSC,395,SP,NSC,3.8800001,7500,,,,Bothways,"At Milepost 165.91 A: BEGIN INCREASING BRIDGE SR 2,  BEGIN DECREASING BRIDGE SR 2",{64CFE16A-23CB-4479-9DFF-4938A6DAABC4},2021
-122.887462169,46.4467049,1050,2021/12/31 08:00:00+00,005,005,,,61.48,41000,,,,Bothways,After Milepost 61.40 A: RIGHT ON RAMP TOLEDO VADER RD,{ACC1ED17-E5CB-4791-B968-0732014FC761},2021
-122.138803625,47.358014482,1051,2021/12/31 08:00:00+00,516,516,,,10.89,28000,,,,Bothways,"After Milepost 10.61 A: RIGHT INTERSECTION 152ND AVE SE,  LEFT INTERSECTION 152ND WAY SE",{AF18FFD0-BEE4-453B-8F17-F17AFC65D8C9},2021
-122.979577733,46.6600864100001,1052,2021/12/31 08:00:00+00,006,006,,,51.290001,12000,,,,Bothways,"After Milepost 51.28 A: RIGHT OFF RAMP SR 5,  LEFT ON RAMP SR 5",{50A16ECB-8DBA-4868-9DA8-DBDDE6EDF40C},2021
-117.361769386,47.6671881460001,1053,2021/12/31 08:00:00+00,290,290,,,2.3800001,7800,,,,Bothways,Before Milepost 2.46 A: LEFT INTERSECTION RALPH ST,{D0FA57B5-D647-4110-ADFD-E5314CBD093D},2021
-122.216848676,47.4794739370001,1054,2021/12/31 08:00:00+00,167,167,,,28.43,37000,,,,Bothways,Before Milepost 27.16 A: RIGHT WYE CONNECTION SR 900,{F8C38B56-C271-4659-86C3-672DE9D688E1},2021
-122.106086693,48.028218839,1055,2021/12/31 08:00:00+00,092,092,,,0.19,19000,7.0799999,2.4400001,0.15000001,Bothways,After Milepost 0.18 A: RIGHT INTERSECTION LAKE DR,{277C7A71-1A65-4A3F-ABFC-7E63C36367F2},2021
-124.054766875,46.346071151,1056,2021/12/31 08:00:00+00,103,103,,,1.03,7500,,,,Bothways,"After Milepost 1.02 A: RIGHT INTERSECTION 10TH ST SE,  LEFT INTERSECTION 10TH ST SW",{08BF5B42-7370-430F-A448-A07101C48B1C},2021
-117.567969401,47.5937225960001,1057,2021/12/31 08:00:00+00,902,902,,,12.18,12000,,,,Bothways,Before Milepost 12.19 B: LEFT WYE CONNECTION SR 90 WB OFF RAMP,{D81B6724-39C3-4825-992A-D520F28742D7},2021
-119.564410698,48.3675680590001,1058,2021/12/31 08:00:00+00,097,097,,,272.98001,7100,5.1999998,3.9400001,0.63999999,Bothways,After Milepost 287.92 A: LEFT WYE CONNECTION ARMORY JUNCTION RD,{3AB3E100-8F7C-4B75-A1E4-6540CCE96C1A},2021
-117.405499475,48.685252835,1059,2021/12/31 08:00:00+00,031,031,,,0.0099999998,1100,11.02,4.0900002,0.66000003,Bothways,"After Milepost 0.00 A: RIGHT INTERSECTION TIGER E RD,  LEFT INTERSECTION SR 20, BEGIN ROUTE",{379533F6-8E10-43BE-834D-97BE02A2D060},2021
-120.313363939,47.4952529970001,1060,2021/12/31 08:00:00+00,097AR,097,AR,,1.7,8200,5.2600002,1.65,0.090000004,Bothways,At Milepost 201.53 A: PERMANENT TRAFFIC RECORDER R059,{36CCB2AD-39E1-4EDC-B70F-70611A43E9E2},2021
-122.240776337,48.4028410510001,1061,2021/12/31 08:00:00+00,009,009,,,47.189999,5100,4.7800002,1.24,0.12,Bothways,After Milepost 47.50 A: LEFT INTERSECTION W BIG LAKE BLVD,{6564BF33-6EEE-4DBE-B614-4747FB507E86},2021
-122.983184405,46.155463604,1062,2021/12/31 08:00:00+00,004,004,,,57.75,16000,,,,Bothways,After Milepost 57.75 A: BOTHWAYS INTERSECTION 38TH AVE,{5E5D6DA5-1C57-43CE-B596-8A37B3267D57},2021
-122.325699201,47.50923477,1063,2021/12/31 08:00:00+00,509,509,,,33.119999,49000,,,,Bothways,After Milepost 28.31 A: RIGHT ON RAMP S 112TH ST,{DC4CFA93-012F-4E1B-B536-724555262C6B},2021
-122.515759187,47.28156274,1064,2021/12/31 08:00:00+00,163,163,,,1.6900001,14000,,,,Bothways,"Before Milepost 1.70 A: CENTER INTERSECTION MED XROAD,  BOTHWAYS INTERSECTION N 37TH ST",{FFC4D466-3A73-4494-8980-F8F264D3CF0C},2021
-122.234853322,48.316915189,1065,2021/12/31 08:00:00+00,534,534,,,5.0700002,1300,5.8099999,3.23,0.5,Bothways,"Before Milepost 5.08 A: BOTHWAYS INTERSECTION SR 9, END ROUTE",{A3A476C9-592A-4655-9DFA-CA144CD0473D},2021
-122.65807559,48.2869004770001,1066,2021/12/31 08:00:00+00,020,020,,,30.98,19000,,,,Bothways,"Before Milepost 31.39 A: RIGHT INTERSECTION S BEEKSMA DR,  RIGHT INTERSECTION W PIONEER WAY",{322D64D0-7C7C-47C9-9E02-1763D12011BE},2021
-122.916320243,46.14546195,1067,2021/12/31 08:00:00+00,411,411,,,1.66,16000,,,,Bothways,"Before Milepost 1.67 A: RIGHT INTERSECTION ALLEN ST,  LEFT INTERSECTION W MAIN ST",{F499AD7F-2C34-4D45-82B6-B9F54E7E776D},2021
-122.131958884,47.577858588,1068,2021/12/31 08:00:00+00,090,090,,,9.9899998,86000,,,,Bothways,Before Milepost 11.94 A: RIGHT ON RAMP EBCD LANE,{BADE321D-10E9-468B-93D0-4E843BBBBCE8},2021
-117.17418276,47.3907592580001,1069,2021/12/31 08:00:00+00,027,027,,,66.279999,1800,6.0999999,2.3199999,0.23,Bothways,Before Milepost 63.99 A: LEFT INTERSECTION W BRADSHAW RD,{B7D4EE19-2FC3-452E-B2F0-5111B4672DF0},2021
-120.179294422,46.3454791140001,1070,2021/12/31 08:00:00+00,223,223,,,3.72,10000,,,,Bothways,"Before Milepost 3.74 A: RIGHT OFF RAMP SR 82,  LEFT ON RAMP SR 82",{AAAEF9CE-D8B5-4CBA-8306-2EBF567AD063},2021
-118.30796277,46.7588971600001,1071,2021/12/31 08:00:00+00,261,261,,,35.830002,480,11.89,8.8100004,5.7399998,Bothways,After Milepost 35.86 A: LEFT INTERSECTION AUSTIN RD,{AB0FA5DA-A2F3-458D-B29A-D2872DDB71E6},2021
-124.374538186,47.613074881,1072,2021/12/31 08:00:00+00,101,101,,,157.2,1500,8.9799995,5.4099998,1.12,Bothways,After Milepost 157.69 A: LEFT ENTRANCE/EXIT KALALOCH CAMPGROUND,{F5213B9D-5E3B-4B11-97A7-BA0E91E0C683},2021
-122.462080332,47.1971582990001,1073,2021/12/31 08:00:00+00,005,005,,,130.09,190000,,,,Bothways,After Milepost 130.02 A: RIGHT ON RAMP 72ND ST,{F6437D79-2477-4505-8FA9-D27241BBB2A3},2021
-122.260178049,47.819992604,1074,2021/12/31 08:00:00+00,524,524,,,6.27,18000,,,,Bothways,After Milepost 6.14 A: RIGHT INTERSECTION W CYPRESS WAY,{2022F9FC-106E-4258-B554-81068E482BA8},2021
-123.050505648,47.526699615,1075,2021/12/31 08:00:00+00,101,101,,,320.44,2500,9.6700001,8.9399996,1.0700001,Bothways,Before Milepost 321.42 A: RIGHT INTERSECTION JORSTED CR RD-FS RD #24,{6EFB1C87-DCCA-4F77-92E0-B9F033013F66},2021
-122.268980533,47.43792863,1076,2021/12/31 08:00:00+00,005,005,,,152.71001,217000,,,,Bothways,After Milepost 152.72 A: LEFT OFF RAMP S 188TH ST,{ED4E7661-E154-40A6-9F36-FF3FAB365E21},2021
-122.29483488,47.3928739780001,1077,2021/12/31 08:00:00+00,099,099,,,11.79,33000,,,,Bothways,Before Milepost 15.45 A: RIGHT WYE CONNECTION SR 516,{D739F9B6-29E7-4762-9EA7-39B5D4BAB377},2021
-118.388385314,47.110355482,1078,2021/12/31 08:00:00+00,395,395,,,102.66,8800,,,,Bothways,At Milepost 96.10 A: DECREASING UNDERCROSSING SR 90 EB,{8885F050-5775-44F0-971B-1B1A2980204E},2021
-122.9082899,46.1444313600001,1079,2021/12/31 08:00:00+00,004,004,,,61.720001,15000,2.03,0.44999999,0.0099999998,Bothways,"After Milepost 61.72 A: RIGHT INTERSECTION 5TH AVE S,  LEFT INTERSECTION SR 4 COKELSO (COUPLET)",{D189DE71-9E66-4344-8FA3-138DD2582880},2021
-122.357164327,47.1580124330001,1080,2021/12/31 08:00:00+00,512,512,,,5.8600001,63000,,,,Bothways,At Milepost 5.86 A: BOTHWAYS UNDERCROSSING CANYON RD,{E439E480-53D7-4D52-8A71-11CA54301030},2021
-122.396825695,47.2374725450001,1081,2021/12/31 08:00:00+00,167,167,,,0.57999998,28000,3.4000001,2.3399999,0.059999999,Bothways,After Milepost 0.61 A: RIGHT INTERSECTION PIONEER WAY,{0016E6BC-AE57-48BD-96DB-4958BF21BDE3},2021
-122.485991973,48.8477115410001,1082,2021/12/31 08:00:00+00,539,539,,,4.4899998,21000,,,,Bothways,Before Milepost 4.50 A: BOTHWAYS INTERSECTION AXTON RD,{210F5A0A-7A04-4A00-95CA-A60BFC204975},2021
-120.186718996,48.477209676,1083,2021/12/31 08:00:00+00,020,020,,,192.23,3800,,,,Bothways,At Milepost 192.84 A: BEGIN BOTHWAYS BRIDGE CHEWUCH CREEK,{5C40B377-BE22-4550-9240-D1C36F81A7CA},2021
-119.684872616,47.8156625120001,1084,2021/12/31 08:00:00+00,172,172,,,19.780001,510,8.6700001,1.11,0.18000001,Bothways,After Milepost 19.87 A: BOTHWAYS INTERSECTION C NE RD,{BDCF1758-21BF-410C-AF4A-F7840FD8554D},2021
-122.890710147,46.1066887360001,1085,2021/12/31 08:00:00+00,432,432,,,9.7399998,39000,,,,Bothways,Before Milepost 9.76 A: LEFT ON RAMP TALLEY WAY,{9525D674-78D8-4E5F-8FF7-D9F795F9D07D},2021
-122.143494408,48.933968529,1086,2021/12/31 08:00:00+00,547,547,,,1.39,4600,3.8199999,0.34,0,Bothways,At Milepost 1.46 A: BEGIN BOTHWAYS BRIDGE KENDALL CREEK,{74F85CC7-BCFD-4DE3-8E1E-CD42837D2EB0},2021
-122.367941452,48.6546579500001,1087,2021/12/31 08:00:00+00,005,005,,,243.28999,44000,,,,Bothways,After Milepost 243.30 A: RIGHT ON RAMP NULLE RD,{DFB5F40F-435F-4E2B-8F6B-D8B23488F9DD},2021
-120.294723017,47.4151868910001,1088,2021/12/31 08:00:00+00,028,028,,,3.6800001,26000,,,,Bothways,After Milepost 3.67 B: LEFT INTERSECTION NINTH ST,{10A37597-4FD2-466F-9810-264735F71DF9},2021
-119.256233702,46.2518432470001,1089,2021/12/31 08:00:00+00,240,240,,,34.84,75000,,,,Bothways,After Milepost 36.66 A: LEFT OFF RAMP SR 182 EB/WB,{51CD928A-A31C-4116-ACC6-7DAE06FFE0ED},2021
-117.411263698,47.6534122520001,1090,2021/12/31 08:00:00+00,002,002,,,278.78,27000,1.83,0.76999998,0.050000001,Northbound,Before Milepost 286.93 A: BOTHWAYS INTERSECTION THIRD AVE,{29305FDC-04F2-4068-97C9-800EC62BB42D},2021
-117.039945705,46.7324070440001,1091,2021/12/31 08:00:00+00,270,270,,,9.8900003,16000,,,,Bothways,At Milepost 9.89 A: END ROUTE,{A23EEFA6-57AA-48B0-B3A9-8D59CB6FBAC0},2021
-123.142010187,48.074924444,1092,2021/12/31 08:00:00+00,101,101,,,261.95001,27000,4.1700001,2.21,0.22,Bothways,"Before Milepost 262.72 A: RIGHT OFF RAMP RIVER RD,  LEFT ON RAMP RIVER RD",{5C056F5A-E5A4-4C01-8EF7-594D250E4A26},2021
-120.314600237,46.3933384420001,1093,2021/12/31 08:00:00+00,022,022,,,1.61,8300,2.49,4.5300002,0.66000003,Bothways,Before Milepost 2.32 A: LEFT INTERSECTION FRALEY RD,{EF2E58C6-7969-4D6A-9C35-B3671CF69FAE},2021
-120.150913899,47.8833785140001,1094,2021/12/31 08:00:00+00,150,150,,,0.22,5700,4.0999999,0.82999998,0.11,Bothways,After Milepost 0.51 A: BOTHWAYS INTERSECTION QUETILQUASOON RD,{1FC20D2D-E648-4B3D-95DC-91E81FA3809D},2021
-122.299955525,47.92199907,1095,2021/12/31 08:00:00+00,526,526,,,0.0099999998,6800,2.8900001,0.44,0,Bothways,"After Milepost 0.00 A: BOTHWAYS INTERSECTION SR 525, BEGIN ROUTE",{DBBE4DAD-0D92-417C-9B7F-E6B3D2E68F32},2021
-122.190046642,48.159969065,1096,2021/12/31 08:00:00+00,005,005,,,206.58,86000,,,,Bothways,After Milepost 206.60 A: RIGHT ON RAMP SR 531,{57E4F2CE-30E6-4322-A166-03A4C17E102A},2021
-122.101890132,47.367994507,1097,2021/12/31 08:00:00+00,018,018,,,13.08,36000,4.7800002,9.5699997,0.66000003,Bothways,"At Milepost 12.55 A: BOTHWAYS UNDERCROSSING 180TH AVE SE, PERMANENT TRAFFIC RECORDER D12",{F8D5478F-83DF-4026-BF89-B8DE09EBB425},2021
-121.828687596,45.715045902,1098,2021/12/31 08:00:00+00,014,014,,,47.419998,2800,5.3600001,8.1999998,0.72000003,Bothways,After Milepost 47.50 A: RIGHT INTERSECTION SPRAGUE LANDING RD,{086E6314-0DA5-4CB5-A6AE-8155EE110113},2021
-122.828160281,46.8574744840001,1099,2021/12/31 08:00:00+00,507,507,,,15.92,6200,8.4799995,4.0700002,0.51999998,Bothways,After Milepost 15.59 A: LEFT INTERSECTION STITHAM LN,{5CF69188-F720-483F-9499-BBF0E40E68AC},2021
-124.34659538,48.267531467,1100,2021/12/31 08:00:00+00,112,112,,,12.5,1200,,,,Bothways,Before Milepost 12.53 A: RIGHT INTERSECTION HOKO-OZETTE RD,{87FA3302-8224-453F-842C-A90CC1F2B4C6},2021
-117.971028704,46.5099189580001,1101,2021/12/31 08:00:00+00,012,012,,,379.06,2200,7.3000002,15.49,3.46,Bothways,After Milepost 382.28 A: LEFT WYE CONNECTION SR 261,{3E37AC2A-5737-46CF-BBC4-206613798AB2},2021
-119.996496651,46.9404889130001,1102,2021/12/31 08:00:00+00,090,090,,,134.38,17000,,,,Bothways,Before Milepost 136.11 A: LEFT ON RAMP HUNTZINGER RD,{7ECE916B-1509-4599-8B1A-6340E290F5E7},2021
-117.655212487,46.809076512,1103,2021/12/31 08:00:00+00,127,127,,,27.040001,790,,,,Bothways,"Before Milepost 27.05 A: BOTHWAYS INTERSECTION SR 26, END ROUTE",{DFFCD425-743F-4046-999E-660F54582B7E},2021
-122.137683174,47.9777063660001,1104,2021/12/31 08:00:00+00,204,204,,,0,5700,3.6199999,0.74000001,0.029999999,Bothways,"At Milepost 0.00 B: BOTHWAYS UNDERCROSSING SR 2, BEGIN ROUTE",{51DA5D3F-3BD0-485F-87FA-5AAB94204529},2021
-121.570862649,47.813429076,1105,2021/12/31 08:00:00+00,002,002,,,35.689999,6800,,,,Bothways,Before Milepost 35.62 A: LEFT INTERSECTION INDEX-GALENA RD,{1C4F1C26-4183-4DFE-AA04-66B9B257280B},2021
-123.735678816,46.693369003,1106,2021/12/31 08:00:00+00,101,101,,,59.369999,8100,,,,Bothways,"Before Milepost 59.38 A: RIGHT WYE CONNECTION MONOHON LANDING RD,  LEFT WYE CONNECTION SR 105",{0D3F597A-5595-4984-90ED-24468EEE7A87},2021
-122.197703426,47.5260718650001,1107,2021/12/31 08:00:00+00,405,405,,,7,141000,,,,Bothways,After Milepost 7.02 A: RIGHT ON RAMP NE 30TH ST,{8C5E4B66-21E8-425F-8B4A-DB6C5F921D0A},2021
-122.904290659,46.380971786,1108,2021/12/31 08:00:00+00,005,005,,,56.75,43000,,,,Bothways,Before Milepost 56.69 A: LEFT ON RAMP ROGERS RD,{84E3B5E6-8AD8-48D2-AD5B-7984AD5A9F26},2021
-122.122128859,47.667180525,1109,2021/12/31 08:00:00+00,520,520,,,12.05,59000,,,,Bothways,"After Milepost 12.05 A: LEFT OFF RAMP W LK SAMMAMISH PRKWY NE, PERMANENT TRAFFIC RECORDER S547",{A6577ADD-3E21-4285-A175-52322207C6DA},2021
